Gene,HLA 49:36,HLA 81:95,HLA 34:45,HLA 92:44,HLA 70:22,HLA 84:40,HLA 91:85,HLA 47:96,HLA 56:71,HLA 85:65,HLA 58:16,HLA 49:92,HLA 16:79,HLA 60:88,HLA 14:97,HLA 24:67,HLA 85:10,HLA 48:15,HLA 32:42,HLA 29:23,HLA 14:63,HLA 42:82,HLA 59:82,HLA 49:79,HLA 47:76,HLA 33:45,HLA 11:91,HLA 42:37,HLA 61:81,HLA 34:64,HLA 73:75,HLA 15:92,HLA 66:30,HLA 28:82,HLA 33:63,HLA 39:23,HLA 92:79,HLA 83:24,HLA 10:68,HLA 99:13,HLA 40:96,HLA 16:86,HLA 29:26,HLA 45:47,HLA 61:42,HLA 65:75,HLA 97:48,HLA 79:98,HLA 99:99,HLA 47:82,HLA 34:39,HLA 68:84,HLA 50:80,HLA 59:97,HLA 46:38,HLA 66:40,HLA 40:80,HLA 74:47,HLA 10:56,HLA 61:93,HLA 57:10,HLA 82:90,HLA 13:70,HLA 75:79,HLA 54:91,HLA 72:80,HLA 76:69,HLA 57:26,HLA 74:99,HLA 55:40,HLA 36:82,HLA 12:49,HLA 94:80,HLA 32:66,HLA 74:33,HLA 77:11,HLA 49:67,HLA 40:46,HLA 57:43,HLA 57:56,HLA 64:15,HLA 93:54,HLA 69:14,HLA 80:82,HLA 89:41,HLA 21:78,HLA 32:10,HLA 13:48,HLA 16:80,HLA 38:61
SGK494,44,96,73,2,54,39,53,97,66,97,50,34,14,48,50,35,22,75,65,21,4,43,67,5,76,17,21,65,41,80,67,65,13,60,63,26,36,22,95,65,40,36,45,75,85,30,73,86,20,78,55,92,90,43,44,98,12,16,67,4,99,70,35,21,17,13,82,10,54,75,84,53,47,53,37,90,18,54,44,46,40,90,55,17,80,2,34,32,2,10
SGOL1,38,37,26,93,40,89,79,88,97,63,5,45,98,59,38,55,82,97,56,3,47,3,44,93,25,63,28,28,65,93,77,22,93,77,39,39,21,72,5,82,67,97,73,17,81,45,59,30,65,68,31,30,35,20,65,44,49,59,92,68,65,19,23,65,33,1,11,2,93,20,74,55,86,40,36,98,9,94,25,40,74,66,37,18,67,45,87,32,78,48
SGOL2,78,66,41,3,21,35,48,70,31,8,12,42,66,7,10,87,89,44,8,86,16,36,20,50,39,96,86,73,85,28,42,39,88,42,79,78,34,56,91,97,56,85,99,40,78,58,70,83,24,34,40,54,20,85,21,58,49,76,74,72,61,4,40,27,22,35,97,50,86,79,19,27,78,38,44,2,64,31,10,30,73,22,66,16,49,15,3,22,31,79
SH2B2,73,23,63,1,4,62,51,6,56,17,70,89,60,32,34,9,1,45,87,63,73,61,23,30,21,70,77,21,94,18,29,41,55,62,66,52,2,82,97,35,98,8,14,64,96,3,50,67,15,6,45,85,36,92,82,87,58,13,82,41,5,63,4,20,19,33,78,61,28,86,19,53,99,64,91,22,10,32,99,19,4,8,33,99,53,25,75,74,72,78
SH2D2A,2,82,6,74,83,36,25,55,82,53,4,57,98,96,63,86,59,46,19,79,96,74,46,36,53,39,28,50,30,46,66,13,92,14,51,66,33,11,13,60,86,93,44,94,33,29,42,10,27,43,75,84,19,85,4,53,41,61,78,70,73,18,9,23,71,87,20,97,52,28,44,13,7,86,52,30,96,95,64,85,74,97,60,32,74,98,25,51,32,47
SH2D4B,91,74,72,60,27,63,3,31,50,98,55,18,63,82,25,13,71,47,29,15,62,3,27,31,46,70,57,30,65,85,83,15,18,56,23,81,45,23,31,41,26,92,99,80,55,93,77,49,70,43,35,14,90,26,46,92,28,84,77,94,75,73,17,20,23,1,78,26,82,74,16,10,89,35,84,94,20,8,30,7,63,25,19,22,39,47,15,85,32,64
SH2D5,78,6,66,81,8,74,12,26,84,1,19,60,11,76,50,60,25,69,40,84,99,14,5,9,60,5,4,43,18,22,23,82,52,56,71,40,18,80,6,78,81,56,53,19,13,12,71,36,55,52,47,29,89,49,95,25,70,28,7,59,28,85,36,94,61,82,71,71,65,10,20,44,68,45,70,17,62,51,99,62,81,79,19,23,37,48,39,1,44,15
SH3D20,93,8,93,30,30,19,39,6,57,53,51,78,91,71,69,47,96,91,38,92,68,42,91,87,53,60,90,18,90,12,55,94,37,92,70,43,54,96,11,81,54,4,50,48,54,94,57,82,33,28,88,9,43,47,93,69,26,3,29,4,71,41,85,78,11,17,99,88,40,86,12,21,16,90,30,82,67,68,58,80,32,10,40,71,56,45,34,4,82,7
SH3TC2,28,30,94,89,76,72,15,86,59,5,12,46,40,23,4,17,59,83,77,47,7,59,70,66,87,34,35,29,22,11,88,42,1,75,13,57,31,41,91,22,82,77,96,80,16,24,57,9,90,91,39,43,64,9,12,46,13,85,40,19,36,73,50,11,69,36,64,41,89,81,30,65,94,97,63,56,26,55,80,85,42,32,50,95,78,92,32,6,34,5
SHANK1,24,90,66,18,20,54,34,27,51,14,75,59,58,65,81,23,69,42,9,97,11,13,10,97,84,79,46,73,26,59,29,76,81,23,6,51,64,75,59,65,59,9,88,64,29,67,64,52,28,72,78,76,83,35,63,78,49,91,61,96,99,85,41,78,98,80,15,40,91,51,30,51,69,92,97,78,97,3,37,36,94,94,22,70,62,86,28,99,30,73
SHCBP1,7,13,11,73,68,96,76,11,33,62,42,84,56,22,37,7,70,40,41,77,31,83,53,50,60,1,9,87,8,51,83,16,44,12,51,86,25,53,77,26,2,34,64,98,92,75,61,45,34,48,54,14,78,20,26,43,30,96,50,94,32,14,6,83,89,6,20,48,52,47,65,78,86,31,92,65,67,3,56,85,85,23,2,38,4,36,74,30,61,2
SHISA7,42,85,78,36,66,62,69,79,23,6,77,76,6,31,72,67,90,47,51,94,67,65,83,2,27,70,65,3,38,90,92,60,62,19,93,39,67,2,74,1,76,40,37,52,54,25,23,61,77,50,62,85,76,64,24,2,51,22,43,80,80,70,3,5,22,86,45,6,67,37,55,95,47,78,61,98,2,43,34,62,53,54,15,89,87,5,47,80,62,55
SHOX,49,22,48,28,68,49,24,75,5,65,45,88,52,97,49,38,22,91,73,26,72,84,89,89,17,76,60,58,58,12,66,96,94,65,31,2,27,7,1,52,25,20,53,49,1,14,97,72,98,10,82,6,90,34,52,11,21,8,48,33,34,22,61,79,32,28,83,53,38,26,66,51,34,78,81,88,68,48,16,15,15,3,46,64,94,12,55,72,40,37
SHOX2,32,35,71,72,87,94,46,37,10,97,42,9,4,10,10,17,4,65,91,62,10,91,84,64,44,2,78,2,2,47,24,74,21,20,84,77,44,2,31,94,50,65,9,53,70,37,32,35,32,80,79,71,61,93,69,3,37,65,85,29,97,19,14,2,16,78,86,71,85,70,29,8,8,10,73,48,46,26,80,92,47,90,53,15,87,42,39,5,74,77
SIGLEC10,76,80,97,10,54,45,86,98,31,64,81,27,39,69,59,36,87,70,20,55,8,1,89,56,92,23,25,76,17,37,16,36,54,88,57,64,15,96,5,7,79,6,88,43,14,36,54,99,17,59,53,4,21,91,5,6,21,66,38,38,52,23,73,24,68,94,2,95,41,5,9,1,83,72,58,36,25,43,97,99,9,33,17,60,55,64,34,26,91,90
SIGLEC12,11,56,37,66,5,38,66,56,73,81,60,68,56,45,10,26,48,56,11,42,81,81,83,26,22,33,91,89,21,62,95,50,92,70,13,43,61,5,11,89,49,17,36,88,37,11,70,38,6,52,92,35,60,69,42,65,44,70,22,38,23,66,62,92,97,48,34,91,67,89,61,79,9,34,70,35,17,73,47,88,37,84,92,36,94,63,65,38,78,9
SIGLEC14,82,93,21,50,82,11,15,51,72,51,57,22,56,80,34,55,35,70,79,33,91,29,35,43,55,74,38,60,15,15,59,85,31,91,75,7,95,76,67,98,51,88,46,41,7,13,1,49,69,83,19,27,93,35,47,24,6,23,94,52,83,71,90,74,44,5,61,27,85,54,1,91,95,9,85,40,79,70,54,55,74,77,69,88,8,28,18,63,45,56
SIGLEC15,57,42,71,84,25,78,57,15,46,56,6,3,19,66,54,70,94,86,88,10,11,19,39,77,23,33,76,18,54,80,31,61,78,23,17,98,81,79,75,30,91,27,37,18,89,62,15,28,14,86,70,63,93,2,1,47,17,5,62,62,48,12,60,45,88,55,82,4,53,29,49,2,38,3,27,98,53,99,3,79,70,31,33,52,85,54,81,78,64,29
SIGLEC5,40,31,14,70,62,12,47,97,94,48,96,38,5,80,54,86,99,21,78,80,82,2,23,8,75,9,63,36,2,77,52,31,16,62,31,76,43,66,96,19,44,36,6,21,37,55,39,84,8,12,65,88,7,4,63,40,12,74,28,20,65,70,44,33,47,62,35,89,96,17,28,1,27,57,91,91,16,78,39,54,83,5,45,8,12,52,74,70,22,43
SIGLEC7,85,35,89,7,25,74,85,10,89,58,66,65,25,12,7,92,32,16,77,84,31,82,32,30,99,26,2,33,95,22,55,21,53,17,64,1,96,71,91,52,7,25,42,46,24,33,60,43,32,88,49,24,34,34,14,96,72,41,44,29,74,40,98,86,2,54,86,88,58,28,68,50,78,47,3,24,40,77,9,4,18,68,84,4,86,90,22,63,12,67
SIGLEC8,62,75,93,50,50,24,89,6,38,92,13,84,32,28,41,22,43,51,64,79,15,58,50,99,56,8,21,86,8,88,71,84,57,41,36,64,23,19,30,92,96,7,28,46,72,78,36,15,64,23,57,63,71,55,34,64,26,73,20,28,63,85,30,20,58,62,65,58,68,15,18,33,4,35,77,68,40,66,97,59,64,22,91,46,22,53,45,42,6,9
SIGLEC9,88,96,17,52,69,10,80,87,22,89,3,25,58,81,49,63,36,21,79,86,89,6,95,89,83,14,80,82,80,22,87,17,12,43,37,90,65,86,79,22,42,73,75,92,12,70,26,3,89,86,37,38,17,53,17,91,20,34,86,38,40,38,85,12,24,24,39,8,49,30,84,75,64,67,21,72,40,90,44,11,70,4,90,55,49,35,26,63,64,12
SILV,88,49,84,63,48,80,20,10,67,22,41,38,53,55,19,34,20,89,77,56,46,33,96,60,16,2,82,29,75,13,51,62,91,1,99,71,90,50,89,41,79,26,7,42,45,47,47,79,9,53,54,2,39,60,57,4,54,52,88,82,68,55,40,89,24,43,32,74,77,54,39,5,65,37,5,81,21,97,76,3,27,63,69,31,96,22,69,40,39,75
SIM2,85,3,73,68,60,27,5,1,71,54,82,61,20,91,51,5,63,46,89,62,78,90,37,88,12,21,76,88,7,91,12,35,46,82,66,32,74,62,17,97,49,8,72,61,35,69,32,89,91,99,61,46,33,55,85,74,89,91,93,15,67,21,42,56,32,69,38,17,29,25,23,56,37,13,14,93,86,43,8,63,58,63,16,72,45,70,18,33,29,76
SIP1,19,40,2,65,76,91,92,16,79,47,1,59,3,79,57,41,32,75,75,64,31,70,99,42,90,17,44,85,49,49,27,5,75,53,55,35,49,41,45,4,14,43,28,28,42,5,93,81,11,47,91,76,36,59,54,91,17,27,31,87,47,47,72,30,86,1,80,20,35,10,85,68,11,52,16,22,66,56,74,37,35,62,14,60,60,76,13,61,63,70
SIRPB2,63,72,53,10,41,57,77,70,60,78,32,95,7,92,83,53,46,44,44,61,96,58,65,66,34,2,97,8,86,50,92,54,25,24,51,81,97,74,1,61,77,83,73,26,39,31,70,16,44,39,18,38,31,98,22,55,65,92,94,32,65,18,39,89,28,53,46,33,75,80,31,10,46,55,84,78,14,22,92,72,92,76,8,13,20,82,3,54,8,64
SIRPG,25,73,98,9,12,6,45,79,45,4,9,47,31,27,42,10,48,45,45,44,70,52,18,42,11,97,28,22,60,91,50,58,57,41,13,37,59,76,36,98,99,20,28,34,18,19,29,43,41,77,75,57,1,13,57,39,16,2,25,18,17,74,24,56,63,58,3,95,49,94,20,95,95,8,42,42,37,25,51,66,6,40,29,8,82,92,78,32,43,76
SIT1,83,94,46,70,77,69,84,17,61,4,12,21,96,55,79,43,86,83,77,22,93,37,93,49,53,8,44,77,51,69,47,53,3,18,2,81,72,85,62,70,52,67,12,30,15,39,13,49,24,48,39,2,92,99,22,52,43,92,77,96,63,1,93,1,65,68,40,81,4,36,87,4,59,7,47,88,38,39,84,46,1,97,93,33,7,44,57,50,50,52
SIX2,47,47,4,30,99,68,14,32,80,64,11,76,51,60,77,45,90,37,35,62,33,68,21,97,76,55,45,26,6,49,40,89,52,17,88,29,98,92,60,2,62,53,45,31,52,3,2,74,1,61,42,85,3,91,35,92,46,15,97,62,94,14,95,60,28,3,96,17,69,51,16,9,28,97,76,67,39,85,5,8,27,2,46,46,67,25,45,89,86,39
SIX3,8,83,35,55,49,13,75,58,90,39,44,48,5,89,86,71,67,91,94,9,51,46,41,44,96,62,12,13,41,78,62,66,8,87,93,82,9,82,17,79,33,85,93,86,93,34,68,78,71,15,32,99,83,64,20,62,10,2,40,72,28,46,41,33,91,55,48,41,19,38,16,28,44,98,2,34,24,31,20,42,56,92,73,28,8,56,32,94,26,98
SIX4,24,34,59,33,29,92,10,62,53,37,63,44,3,74,30,33,81,30,32,54,72,99,94,56,52,99,8,40,27,28,65,68,9,94,79,40,65,27,20,43,32,26,77,63,88,77,79,57,74,93,4,85,34,60,17,35,44,62,80,29,99,83,39,61,67,31,20,6,33,35,33,89,98,4,93,22,42,30,69,97,3,69,35,35,80,1,80,12,3,10
SIX6,5,55,64,5,51,50,84,82,49,24,54,84,17,4,76,41,84,72,26,10,11,90,82,79,14,59,64,64,91,91,29,3,77,51,1,5,63,57,2,16,38,56,10,62,88,32,51,88,99,37,41,48,30,23,54,75,84,77,46,35,57,24,36,47,23,36,67,76,25,29,34,26,63,51,55,55,21,62,95,7,94,12,12,80,85,24,2,36,36,23
SKA1,35,20,86,68,91,63,2,60,25,42,1,89,8,90,83,47,54,11,82,74,28,69,68,61,8,66,89,70,62,66,25,91,57,64,72,65,66,91,36,28,36,20,91,89,4,35,98,81,77,7,89,19,67,99,1,94,20,91,80,11,47,16,85,77,26,22,55,99,93,66,12,87,2,11,59,2,49,89,60,5,41,5,81,45,46,98,8,93,72,64
SKA3,27,68,66,21,3,99,66,25,49,14,21,20,72,88,27,78,74,63,83,65,63,49,36,29,76,32,56,48,82,45,45,87,78,78,17,61,94,38,68,41,87,78,19,1,96,12,75,15,83,15,65,45,51,12,41,8,29,77,88,22,29,45,83,2,12,76,14,35,93,83,43,75,75,77,48,32,9,95,51,1,7,39,50,90,75,97,69,35,56,19
SKINTL,85,94,21,16,30,21,77,20,48,16,20,41,52,98,47,68,32,33,1,33,65,64,96,76,60,68,56,64,57,22,68,22,72,47,99,49,84,45,48,73,75,95,74,85,66,71,72,76,28,15,17,34,44,78,71,40,21,31,8,39,24,99,67,39,51,15,57,2,85,43,51,25,98,33,85,15,11,57,74,19,60,95,10,86,40,76,84,73,3,54
SKP2,89,78,60,26,14,8,45,20,9,53,76,23,3,78,64,34,17,35,69,11,4,30,31,91,6,89,88,20,49,83,42,70,34,86,40,22,86,18,45,33,79,71,8,26,17,73,99,27,41,10,6,31,19,24,60,3,85,42,7,55,3,65,65,96,82,45,17,22,60,54,36,11,27,26,96,79,2,13,1,37,73,29,7,52,67,38,68,38,28,8
SLA2,23,7,90,92,67,4,14,62,96,12,43,46,98,26,30,68,79,16,53,16,46,20,25,89,75,50,42,76,49,9,71,97,82,66,17,89,86,66,7,19,77,72,14,54,52,71,27,58,53,82,84,81,16,19,67,45,93,81,36,20,41,65,3,43,77,7,15,88,18,67,51,49,51,88,87,60,70,27,5,1,6,19,29,91,27,62,19,10,1,9
SLAMF8,60,52,84,47,29,40,20,77,88,73,26,38,19,53,46,22,19,6,50,48,90,39,61,6,79,64,63,61,94,56,14,73,11,82,83,97,79,63,21,16,2,59,20,84,34,81,94,9,9,7,22,82,47,12,42,20,3,85,65,94,78,55,43,18,36,77,3,32,22,47,36,39,4,47,83,45,45,60,25,36,88,81,15,32,39,92,51,67,16,36
SLAMF9,24,71,30,12,33,29,89,64,20,64,58,95,90,56,83,58,57,60,16,59,6,49,93,35,45,11,81,69,12,17,67,94,1,75,27,97,79,52,89,80,94,73,54,91,98,75,10,80,15,77,58,45,4,77,7,29,89,54,91,14,60,34,46,83,69,94,27,89,98,47,5,18,34,99,25,52,25,60,10,81,99,47,23,78,51,37,62,94,59,42
SLC10A4,60,22,89,48,1,99,6,5,19,91,69,98,69,95,16,20,56,57,27,38,95,60,29,11,14,98,89,58,93,76,90,94,70,51,26,48,45,28,40,69,41,4,47,64,89,6,49,87,90,3,44,81,27,96,70,16,59,9,29,22,48,45,87,98,98,10,87,61,6,91,76,78,17,59,87,62,49,74,94,67,66,65,77,98,38,84,45,24,36,73
SLC11A1,95,23,71,64,37,23,20,5,37,3,27,8,3,17,42,94,33,20,99,73,37,89,12,4,43,63,86,44,73,80,2,9,3,93,79,30,69,44,21,65,72,6,52,38,38,61,59,25,31,81,94,17,39,10,11,98,44,46,97,72,20,89,90,57,77,46,58,41,27,15,55,67,71,93,25,45,85,77,89,37,83,4,93,91,44,94,58,78,54,42
SLC12A8,53,44,78,65,57,40,4,97,92,24,83,99,23,63,68,84,98,57,48,33,73,63,61,15,66,19,15,19,74,9,32,81,76,35,75,27,10,47,52,44,1,40,4,50,57,64,35,9,97,44,45,10,26,85,85,75,94,63,98,18,66,62,26,9,56,80,55,8,17,75,16,8,93,33,40,39,97,51,87,96,56,27,7,30,14,20,28,27,88,73
SLC13A4,27,4,34,80,49,41,71,56,86,25,64,94,52,69,99,73,40,42,36,67,5,4,15,34,44,41,83,44,31,58,94,19,80,41,63,83,45,38,4,26,19,54,99,33,67,32,11,93,26,6,56,99,8,28,90,36,7,19,28,49,23,34,88,97,45,90,24,66,13,72,34,34,59,95,31,30,66,13,21,18,19,9,96,2,19,24,94,32,82,74
SLC16A8,62,41,57,11,85,18,41,4,10,14,55,48,63,90,16,40,30,83,69,83,34,96,39,74,84,83,16,95,72,16,81,96,33,9,26,97,87,38,43,2,86,64,65,38,6,62,93,60,78,28,61,27,97,33,65,6,94,40,13,49,71,78,84,84,19,61,22,87,92,77,91,1,93,70,6,97,86,50,54,16,19,51,87,81,71,33,15,78,23,14
SLC17A9,1,97,27,46,54,94,97,3,38,83,46,92,48,25,42,1,87,71,55,37,24,82,42,52,90,77,78,4,31,15,30,7,87,35,11,12,97,55,65,98,18,51,23,74,34,39,86,95,68,15,4,43,9,10,22,21,67,75,30,74,66,38,45,78,63,45,97,86,15,85,44,23,17,70,64,42,76,69,82,83,35,52,42,28,96,44,36,22,78,1
SLC18A3,23,84,61,10,78,86,16,90,70,46,50,41,77,73,54,89,73,84,41,75,84,92,43,65,34,48,55,24,63,31,93,40,35,80,24,52,35,68,74,53,9,98,33,47,13,59,87,28,96,38,23,88,37,16,95,7,27,90,52,47,64,22,15,13,44,5,49,77,24,44,74,45,17,47,39,19,20,94,80,48,33,54,25,52,10,14,95,84,24,42
SLC1A6,2,42,83,38,11,9,26,59,92,23,37,21,62,23,36,99,83,90,66,17,9,75,82,47,88,49,34,18,81,95,34,77,35,56,85,36,40,10,25,47,54,68,58,22,1,74,93,96,66,52,87,94,84,72,58,64,99,95,59,90,62,74,55,32,37,99,51,78,41,34,98,74,44,60,62,49,50,7,37,82,61,87,25,72,65,65,31,27,94,28
SLC22A14,4,71,11,10,42,62,99,53,30,81,96,28,91,29,9,74,7,77,7,16,71,25,59,68,54,45,35,79,70,17,43,22,95,13,2,85,37,23,20,26,53,36,93,18,33,95,2,17,34,16,51,2,12,31,23,14,19,79,10,92,41,2,49,38,87,3,5,5,45,28,70,88,78,36,13,93,50,1,1,59,55,10,29,37,22,55,91,2,94,95
SLC22A16,77,93,14,62,99,29,60,46,65,32,46,79,42,23,56,87,69,19,54,75,24,80,32,27,3,59,66,14,49,15,35,21,29,24,75,43,69,79,77,33,45,87,10,21,61,13,64,71,53,28,52,34,44,42,57,42,81,77,14,63,91,16,80,74,61,36,51,66,50,80,76,5,93,68,45,1,21,71,51,51,78,94,26,87,10,54,98,98,53,33
SLC22A18AS,18,23,56,12,45,55,10,78,20,55,91,69,28,11,21,30,37,24,53,45,7,98,8,3,39,7,76,50,72,77,27,64,9,11,62,11,21,7,64,12,68,14,74,15,85,43,68,19,61,21,10,74,91,31,97,96,62,51,19,55,90,86,52,72,3,34,39,51,89,97,41,22,95,72,78,36,13,36,75,84,44,8,21,20,63,54,59,58,93,85
SLC22A20,36,44,61,86,43,88,47,26,61,53,54,73,90,10,5,45,82,2,84,72,74,70,58,98,64,5,91,55,25,8,83,79,28,37,74,69,63,60,12,96,34,34,16,72,5,15,91,38,91,77,86,75,92,44,82,33,56,17,12,37,73,47,73,54,2,23,35,59,42,15,98,13,39,89,61,72,13,4,91,94,45,47,21,15,16,55,52,11,10,39
SLC24A5,37,30,1,53,24,8,48,45,56,23,85,9,80,12,38,28,91,13,72,10,7,32,60,77,30,7,51,87,3,92,31,12,52,99,89,69,3,39,63,23,26,63,80,44,27,36,46,99,84,17,25,6,17,67,19,7,44,46,84,67,53,30,1,93,63,58,14,57,90,13,40,86,29,54,32,48,17,99,44,26,59,47,3,35,96,31,50,41,1,74
SLC25A14,20,58,8,26,37,5,75,72,55,9,64,25,36,82,1,57,84,95,38,63,12,21,23,12,6,69,45,4,27,46,23,24,79,80,94,65,38,39,88,61,89,51,45,47,86,44,20,31,92,89,95,7,89,94,47,34,96,74,35,72,78,77,78,11,20,8,24,5,9,60,33,44,95,81,80,6,4,20,38,53,2,68,43,7,18,74,52,63,58,75
SLC25A2,43,21,19,88,31,15,78,81,53,39,55,67,6,3,76,89,48,27,66,14,49,62,26,45,13,15,18,18,55,63,71,7,57,26,29,26,42,18,86,47,42,57,41,55,53,65,82,52,46,67,42,24,57,86,10,94,98,81,28,7,71,11,14,14,65,84,55,37,10,13,49,8,12,52,57,75,35,19,32,82,85,44,16,66,23,91,12,69,23,71
SLC25A31,34,17,52,82,97,8,61,80,95,58,9,50,41,95,27,42,64,83,60,17,20,94,60,68,69,40,89,81,73,74,80,54,67,66,24,86,36,73,73,73,34,73,84,21,57,49,66,19,99,20,93,28,81,48,75,9,82,10,52,95,97,12,7,48,84,7,33,94,31,16,65,41,91,86,47,54,43,68,11,71,81,87,96,75,88,1,60,92,5,66
SLC25A35,40,93,89,80,21,44,75,16,44,54,65,79,9,92,64,15,17,65,42,77,17,37,70,13,61,62,71,19,65,68,3,71,70,62,17,3,72,28,6,41,23,9,88,42,50,9,82,98,76,37,92,37,93,8,39,68,41,10,51,79,23,20,15,80,87,21,2,62,31,42,82,85,45,86,6,9,54,70,93,1,36,61,29,16,22,80,35,86,1,38
SLC25A41,27,54,68,28,73,9,62,22,72,82,92,45,58,64,18,40,67,40,28,65,30,18,19,78,30,10,92,28,4,11,2,75,15,59,47,95,92,22,49,22,75,56,98,41,37,91,88,43,13,71,17,15,59,70,66,74,82,34,87,62,71,13,12,61,71,75,85,82,65,67,46,30,15,57,54,65,23,50,77,54,82,63,22,99,27,22,23,8,98,34
SLC26A10,60,94,34,54,24,55,60,99,38,85,36,54,41,54,89,72,74,67,94,39,48,99,18,15,36,88,19,42,96,9,99,71,28,75,23,63,74,25,9,67,42,48,84,24,5,41,91,51,25,34,49,71,93,94,33,48,93,84,64,12,67,12,45,66,17,30,42,18,56,4,72,21,92,84,16,44,88,2,26,74,67,7,56,30,30,27,46,36,66,40
SLC26A8,4,69,63,78,47,15,49,3,5,68,47,87,85,6,11,79,61,28,80,64,69,56,74,55,14,25,91,65,35,23,65,24,86,71,77,82,97,78,35,45,64,50,77,15,6,76,2,24,80,95,21,78,60,65,12,42,10,17,7,19,66,97,45,41,26,26,85,31,17,50,34,13,2,36,36,48,81,62,57,55,85,1,3,21,11,23,54,20,26,64
SLC28A3,49,10,47,22,37,43,94,63,83,26,88,98,95,6,48,73,94,66,60,7,21,37,11,46,25,22,53,8,36,72,51,6,99,63,76,87,33,63,66,89,94,24,24,30,37,82,65,77,53,73,6,56,63,31,46,78,66,87,73,83,95,5,11,97,32,84,93,38,80,80,76,2,33,52,82,46,75,82,63,84,96,97,29,94,47,65,86,37,64,34
SLC29A2,47,58,10,56,50,11,33,99,63,31,57,94,60,36,20,16,74,37,83,3,37,57,40,25,77,1,61,91,45,49,20,1,76,43,91,28,23,29,34,26,5,11,58,19,76,25,18,92,10,61,22,20,54,82,13,18,74,70,59,57,35,1,25,50,12,39,17,57,20,78,11,74,51,86,24,99,92,91,93,50,60,12,26,74,56,23,47,89,57,94
SLC29A4,20,3,5,16,25,69,88,69,51,76,39,78,84,46,15,39,54,53,53,15,18,69,47,1,17,60,71,22,57,90,66,10,49,73,85,81,88,95,31,95,10,92,59,8,62,26,70,36,56,10,61,20,99,73,9,55,24,85,17,3,41,13,17,11,94,85,31,28,82,92,19,71,87,16,59,26,97,16,16,57,77,59,88,29,43,18,22,31,22,75
SLC2A5,96,57,72,21,16,37,34,23,82,84,38,67,50,89,71,44,65,22,25,56,23,98,77,47,17,69,21,30,24,32,94,3,29,38,3,31,52,51,75,47,50,45,76,44,41,18,27,34,19,91,74,29,89,94,14,66,68,78,92,53,89,13,57,94,15,78,16,24,12,86,64,43,82,91,48,67,23,53,68,1,91,39,91,34,42,91,28,22,44,95
SLC30A10,18,47,89,83,39,8,48,91,97,25,4,28,33,78,53,40,56,43,7,90,53,94,71,65,58,97,43,82,1,9,8,32,5,97,5,24,72,20,77,85,56,86,20,84,66,98,45,96,19,71,28,99,21,19,57,50,26,63,88,81,56,16,34,31,99,27,90,32,10,50,94,5,3,74,65,68,79,54,89,24,25,96,96,31,99,1,7,48,27,13
SLC30A3,61,44,34,52,81,18,66,58,3,71,63,35,25,95,68,54,54,97,75,11,99,69,71,35,93,43,30,9,2,81,84,7,85,48,21,27,5,37,59,64,46,7,42,13,83,67,74,81,14,72,72,73,61,94,86,63,19,51,76,81,52,64,14,39,64,36,37,20,90,8,46,72,47,78,72,84,18,98,5,86,28,15,27,10,33,56,61,82,89,49
SLC35D3,63,35,99,68,77,59,77,31,16,82,9,25,5,40,87,29,37,7,14,2,12,94,73,14,5,2,48,25,17,65,23,11,50,74,96,97,13,44,74,45,13,45,69,57,47,25,26,23,83,65,69,48,78,87,27,96,9,62,65,36,31,84,40,27,9,43,34,6,22,12,33,14,49,37,50,73,56,57,72,76,2,34,99,85,58,49,79,5,96,27
SLC35E4,12,95,64,95,93,83,59,58,17,24,91,92,51,48,70,56,72,64,87,23,90,8,29,72,49,81,9,22,47,51,48,67,56,88,44,79,50,61,87,25,4,16,30,28,13,9,53,82,94,9,79,94,96,38,80,76,40,41,26,91,18,2,64,63,71,91,84,80,31,19,88,96,98,23,95,23,81,71,80,35,60,23,37,15,43,48,57,93,81,74
SLC38A8,27,5,17,29,24,20,53,89,28,49,49,49,80,14,31,16,4,68,28,77,56,28,91,7,54,18,7,52,95,10,32,1,82,46,25,99,20,19,57,15,81,10,18,69,31,48,14,41,32,94,72,99,54,84,41,54,12,67,26,24,63,2,71,62,40,20,30,22,69,21,39,90,58,16,64,70,92,51,24,59,95,22,97,14,60,73,80,6,50,9
SLC39A12,37,75,42,61,86,53,67,93,16,34,49,59,47,57,75,33,33,49,60,94,20,51,40,75,62,78,9,16,88,26,90,51,92,12,85,29,98,28,55,79,51,52,95,95,8,29,9,28,33,68,35,76,73,9,26,39,15,15,53,17,37,40,52,71,7,80,42,66,94,33,72,12,20,55,91,95,53,17,90,51,16,75,59,72,33,53,82,16,85,42
SLC44A5,67,36,90,27,43,64,69,95,14,40,67,64,80,66,15,85,83,12,94,96,2,77,67,87,60,55,82,25,80,42,80,36,41,67,85,94,31,14,3,55,75,61,52,21,16,20,86,37,43,9,32,34,73,94,28,44,37,56,35,35,90,4,85,66,29,82,80,95,81,71,15,76,13,40,92,41,47,30,76,44,63,52,90,11,23,58,89,10,23,24
SLC45A2,82,44,7,25,17,93,29,9,59,3,95,83,35,71,90,28,35,68,66,46,94,98,44,47,38,50,54,88,97,56,69,7,59,34,64,11,51,35,25,13,61,66,88,43,21,67,37,18,92,91,91,46,7,83,57,47,69,82,67,19,93,1,33,21,41,81,80,83,81,75,4,42,80,51,11,76,58,65,96,72,6,23,86,90,96,85,11,20,38,79
